dataset,publishTime,startTime,settlementDate,settlementPeriod,fuelType,generation
FUELHH,2024-01-20T21:30:00Z,2024-01-20T21:00:00Z,2024-01-20,43,WIND,16434
FUELHH,2024-01-20T21:00:00Z,2024-01-20T20:30:00Z,2024-01-20,42,WIND,16662
FUELHH,2024-01-20T20:30:00Z,2024-01-20T20:00:00Z,2024-01-20,41,WIND,16260
FUELHH,2024-01-20T20:00:00Z,2024-01-20T19:30:00Z,2024-01-20,40,WIND,15950
FUELHH,2024-01-20T19:30:00Z,2024-01-20T19:00:00Z,2024-01-20,39,WIND,15985
FUELHH,2024-01-20T19:00:00Z,2024-01-20T18:30:00Z,2024-01-20,38,WIND,15971
FUELHH,2024-01-20T18:30:00Z,2024-01-20T18:00:00Z,2024-01-20,37,WIND,16073
FUELHH,2024-01-20T18:00:00Z,2024-01-20T17:30:00Z,2024-01-20,36,WIND,16185
FUELHH,2024-01-20T17:30:00Z,2024-01-20T17:00:00Z,2024-01-20,35,WIND,16246
FUELHH,2024-01-20T17:00:00Z,2024-01-20T16:30:00Z,2024-01-20,34,WIND,16244
FUELHH,2024-01-20T16:30:00Z,2024-01-20T16:00:00Z,2024-01-20,33,WIND,16240
FUELHH,2024-01-20T16:00:00Z,2024-01-20T15:30:00Z,2024-01-20,32,WIND,16034
FUELHH,2024-01-20T15:30:00Z,2024-01-20T15:00:00Z,2024-01-20,31,WIND,16261
FUELHH,2024-01-20T15:00:00Z,2024-01-20T14:30:00Z,2024-01-20,30,WIND,16253
FUELHH,2024-01-20T14:30:00Z,2024-01-20T14:00:00Z,2024-01-20,29,WIND,16279
FUELHH,2024-01-20T14:00:00Z,2024-01-20T13:30:00Z,2024-01-20,28,WIND,16137
FUELHH,2024-01-20T13:30:00Z,2024-01-20T13:00:00Z,2024-01-20,27,WIND,16129
FUELHH,2024-01-20T13:00:00Z,2024-01-20T12:30:00Z,2024-01-20,26,WIND,16283
FUELHH,2024-01-20T12:30:00Z,2024-01-20T12:00:00Z,2024-01-20,25,WIND,16185
FUELHH,2024-01-20T12:00:00Z,2024-01-20T11:30:00Z,2024-01-20,24,WIND,16245
FUELHH,2024-01-20T11:30:00Z,2024-01-20T11:00:00Z,2024-01-20,23,WIND,15970
FUELHH,2024-01-20T11:00:00Z,2024-01-20T10:30:00Z,2024-01-20,22,WIND,15707
FUELHH,2024-01-20T10:30:00Z,2024-01-20T10:00:00Z,2024-01-20,21,WIND,15432
FUELHH,2024-01-20T10:00:00Z,2024-01-20T09:30:00Z,2024-01-20,20,WIND,15181
FUELHH,2024-01-20T09:30:00Z,2024-01-20T09:00:00Z,2024-01-20,19,WIND,15269
FUELHH,2024-01-20T09:00:00Z,2024-01-20T08:30:00Z,2024-01-20,18,WIND,15331
FUELHH,2024-01-20T08:30:00Z,2024-01-20T08:00:00Z,2024-01-20,17,WIND,15281
FUELHH,2024-01-20T08:00:00Z,2024-01-20T07:30:00Z,2024-01-20,16,WIND,15094
FUELHH,2024-01-20T07:30:00Z,2024-01-20T07:00:00Z,2024-01-20,15,WIND,14954
FUELHH,2024-01-20T07:00:00Z,2024-01-20T06:30:00Z,2024-01-20,14,WIND,14860
FUELHH,2024-01-20T06:30:00Z,2024-01-20T06:00:00Z,2024-01-20,13,WIND,14918
FUELHH,2024-01-20T06:00:00Z,2024-01-20T05:30:00Z,2024-01-20,12,WIND,15062
FUELHH,2024-01-20T05:30:00Z,2024-01-20T05:00:00Z,2024-01-20,11,WIND,15267
FUELHH,2024-01-20T05:00:00Z,2024-01-20T04:30:00Z,2024-01-20,10,WIND,15096
FUELHH,2024-01-20T04:30:00Z,2024-01-20T04:00:00Z,2024-01-20,9,WIND,14938
FUELHH,2024-01-20T04:00:00Z,2024-01-20T03:30:00Z,2024-01-20,8,WIND,14755
FUELHH,2024-01-20T03:30:00Z,2024-01-20T03:00:00Z,2024-01-20,7,WIND,14459
FUELHH,2024-01-20T03:00:00Z,2024-01-20T02:30:00Z,2024-01-20,6,WIND,14310
FUELHH,2024-01-20T02:30:00Z,2024-01-20T02:00:00Z,2024-01-20,5,WIND,14124
FUELHH,2024-01-20T02:00:00Z,2024-01-20T01:30:00Z,2024-01-20,4,WIND,13788
FUELHH,2024-01-20T01:30:00Z,2024-01-20T01:00:00Z,2024-01-20,3,WIND,13650
FUELHH,2024-01-20T01:00:00Z,2024-01-20T00:30:00Z,2024-01-20,2,WIND,13852
FUELHH,2024-01-20T00:30:00Z,2024-01-20T00:00:00Z,2024-01-20,1,WIND,13736
FUELHH,2024-01-20T00:00:00Z,2024-01-19T23:30:00Z,2024-01-19,48,WIND,13845
FUELHH,2024-01-19T23:30:00Z,2024-01-19T23:00:00Z,2024-01-19,47,WIND,14025
FUELHH,2024-01-19T23:00:00Z,2024-01-19T22:30:00Z,2024-01-19,46,WIND,14014
FUELHH,2024-01-19T22:30:00Z,2024-01-19T22:00:00Z,2024-01-19,45,WIND,13956
FUELHH,2024-01-19T22:00:00Z,2024-01-19T21:30:00Z,2024-01-19,44,WIND,13871
FUELHH,2024-01-19T21:30:00Z,2024-01-19T21:00:00Z,2024-01-19,43,WIND,13992
FUELHH,2024-01-19T21:00:00Z,2024-01-19T20:30:00Z,2024-01-19,42,WIND,14687
FUELHH,2024-01-19T20:30:00Z,2024-01-19T20:00:00Z,2024-01-19,41,WIND,14634
FUELHH,2024-01-19T20:00:00Z,2024-01-19T19:30:00Z,2024-01-19,40,WIND,14358
FUELHH,2024-01-19T19:30:00Z,2024-01-19T19:00:00Z,2024-01-19,39,WIND,14208
FUELHH,2024-01-19T19:00:00Z,2024-01-19T18:30:00Z,2024-01-19,38,WIND,14184
FUELHH,2024-01-19T18:30:00Z,2024-01-19T18:00:00Z,2024-01-19,37,WIND,14025
FUELHH,2024-01-19T18:00:00Z,2024-01-19T17:30:00Z,2024-01-19,36,WIND,13892
FUELHH,2024-01-19T17:30:00Z,2024-01-19T17:00:00Z,2024-01-19,35,WIND,13613
FUELHH,2024-01-19T17:00:00Z,2024-01-19T16:30:00Z,2024-01-19,34,WIND,13697
FUELHH,2024-01-19T16:30:00Z,2024-01-19T16:00:00Z,2024-01-19,33,WIND,13906
FUELHH,2024-01-19T16:00:00Z,2024-01-19T15:30:00Z,2024-01-19,32,WIND,13901
FUELHH,2024-01-19T15:30:00Z,2024-01-19T15:00:00Z,2024-01-19,31,WIND,13844
FUELHH,2024-01-19T15:00:00Z,2024-01-19T14:30:00Z,2024-01-19,30,WIND,13847
FUELHH,2024-01-19T14:30:00Z,2024-01-19T14:00:00Z,2024-01-19,29,WIND,14160
FUELHH,2024-01-19T14:00:00Z,2024-01-19T13:30:00Z,2024-01-19,28,WIND,14349
FUELHH,2024-01-19T13:30:00Z,2024-01-19T13:00:00Z,2024-01-19,27,WIND,11807
FUELHH,2024-01-19T13:00:00Z,2024-01-19T12:30:00Z,2024-01-19,26,WIND,13958
FUELHH,2024-01-19T12:30:00Z,2024-01-19T12:00:00Z,2024-01-19,25,WIND,13807
FUELHH,2024-01-19T12:00:00Z,2024-01-19T11:30:00Z,2024-01-19,24,WIND,13641
FUELHH,2024-01-19T11:30:00Z,2024-01-19T11:00:00Z,2024-01-19,23,WIND,13342
FUELHH,2024-01-19T11:00:00Z,2024-01-19T10:30:00Z,2024-01-19,22,WIND,13097
FUELHH,2024-01-19T10:30:00Z,2024-01-19T10:00:00Z,2024-01-19,21,WIND,12700
FUELHH,2024-01-19T10:00:00Z,2024-01-19T09:30:00Z,2024-01-19,20,WIND,12724
FUELHH,2024-01-19T09:30:00Z,2024-01-19T09:00:00Z,2024-01-19,19,WIND,12592
FUELHH,2024-01-19T09:00:00Z,2024-01-19T08:30:00Z,2024-01-19,18,WIND,12537
FUELHH,2024-01-19T08:30:00Z,2024-01-19T08:00:00Z,2024-01-19,17,WIND,12606
FUELHH,2024-01-19T08:00:00Z,2024-01-19T07:30:00Z,2024-01-19,16,WIND,12110
FUELHH,2024-01-19T07:30:00Z,2024-01-19T07:00:00Z,2024-01-19,15,WIND,11668
FUELHH,2024-01-19T07:00:00Z,2024-01-19T06:30:00Z,2024-01-19,14,WIND,11405
FUELHH,2024-01-19T06:30:00Z,2024-01-19T06:00:00Z,2024-01-19,13,WIND,11717
FUELHH,2024-01-19T06:00:00Z,2024-01-19T05:30:00Z,2024-01-19,12,WIND,11661
FUELHH,2024-01-19T05:30:00Z,2024-01-19T05:00:00Z,2024-01-19,11,WIND,11423
FUELHH,2024-01-19T05:00:00Z,2024-01-19T04:30:00Z,2024-01-19,10,WIND,11244
FUELHH,2024-01-19T04:30:00Z,2024-01-19T04:00:00Z,2024-01-19,9,WIND,11337
FUELHH,2024-01-19T04:00:00Z,2024-01-19T03:30:00Z,2024-01-19,8,WIND,11751
FUELHH,2024-01-19T03:30:00Z,2024-01-19T03:00:00Z,2024-01-19,7,WIND,11687
FUELHH,2024-01-19T03:00:00Z,2024-01-19T02:30:00Z,2024-01-19,6,WIND,11728
FUELHH,2024-01-19T02:30:00Z,2024-01-19T02:00:00Z,2024-01-19,5,WIND,11509
FUELHH,2024-01-19T02:00:00Z,2024-01-19T01:30:00Z,2024-01-19,4,WIND,11553
FUELHH,2024-01-19T01:30:00Z,2024-01-19T01:00:00Z,2024-01-19,3,WIND,11590
FUELHH,2024-01-19T01:00:00Z,2024-01-19T00:30:00Z,2024-01-19,2,WIND,11180
FUELHH,2024-01-19T00:30:00Z,2024-01-19T00:00:00Z,2024-01-19,1,WIND,11417
FUELHH,2024-01-19T00:00:00Z,2024-01-18T23:30:00Z,2024-01-18,48,WIND,11747
FUELHH,2024-01-18T23:30:00Z,2024-01-18T23:00:00Z,2024-01-18,47,WIND,11716
FUELHH,2024-01-18T23:00:00Z,2024-01-18T22:30:00Z,2024-01-18,46,WIND,11843
FUELHH,2024-01-18T22:30:00Z,2024-01-18T22:00:00Z,2024-01-18,45,WIND,11561
FUELHH,2024-01-18T22:00:00Z,2024-01-18T21:30:00Z,2024-01-18,44,WIND,11648
FUELHH,2024-01-18T21:30:00Z,2024-01-18T21:00:00Z,2024-01-18,43,WIND,11629
FUELHH,2024-01-18T21:00:00Z,2024-01-18T20:30:00Z,2024-01-18,42,WIND,11344
FUELHH,2024-01-18T20:30:00Z,2024-01-18T20:00:00Z,2024-01-18,41,WIND,11339
FUELHH,2024-01-18T20:00:00Z,2024-01-18T19:30:00Z,2024-01-18,40,WIND,11307
FUELHH,2024-01-18T19:30:00Z,2024-01-18T19:00:00Z,2024-01-18,39,WIND,11678
FUELHH,2024-01-18T19:00:00Z,2024-01-18T18:30:00Z,2024-01-18,38,WIND,12443
FUELHH,2024-01-18T18:30:00Z,2024-01-18T18:00:00Z,2024-01-18,37,WIND,12362
FUELHH,2024-01-18T18:00:00Z,2024-01-18T17:30:00Z,2024-01-18,36,WIND,11727
FUELHH,2024-01-18T17:30:00Z,2024-01-18T17:00:00Z,2024-01-18,35,WIND,11322
FUELHH,2024-01-18T17:00:00Z,2024-01-18T16:30:00Z,2024-01-18,34,WIND,10765
FUELHH,2024-01-18T16:30:00Z,2024-01-18T16:00:00Z,2024-01-18,33,WIND,10356
FUELHH,2024-01-18T16:00:00Z,2024-01-18T15:30:00Z,2024-01-18,32,WIND,10164
FUELHH,2024-01-18T15:30:00Z,2024-01-18T15:00:00Z,2024-01-18,31,WIND,9515
FUELHH,2024-01-18T15:00:00Z,2024-01-18T14:30:00Z,2024-01-18,30,WIND,9019
FUELHH,2024-01-18T14:30:00Z,2024-01-18T14:00:00Z,2024-01-18,29,WIND,8365
FUELHH,2024-01-18T14:00:00Z,2024-01-18T13:30:00Z,2024-01-18,28,WIND,7754
FUELHH,2024-01-18T13:30:00Z,2024-01-18T13:00:00Z,2024-01-18,27,WIND,7082
FUELHH,2024-01-18T13:00:00Z,2024-01-18T12:30:00Z,2024-01-18,26,WIND,7180
FUELHH,2024-01-18T12:30:00Z,2024-01-18T12:00:00Z,2024-01-18,25,WIND,7551
FUELHH,2024-01-18T12:00:00Z,2024-01-18T11:30:00Z,2024-01-18,24,WIND,7308
FUELHH,2024-01-18T11:30:00Z,2024-01-18T11:00:00Z,2024-01-18,23,WIND,6688
FUELHH,2024-01-18T11:00:00Z,2024-01-18T10:30:00Z,2024-01-18,22,WIND,6333
FUELHH,2024-01-18T10:30:00Z,2024-01-18T10:00:00Z,2024-01-18,21,WIND,6206
FUELHH,2024-01-18T10:00:00Z,2024-01-18T09:30:00Z,2024-01-18,20,WIND,6231
FUELHH,2024-01-18T09:30:00Z,2024-01-18T09:00:00Z,2024-01-18,19,WIND,5659
FUELHH,2024-01-18T09:00:00Z,2024-01-18T08:30:00Z,2024-01-18,18,WIND,5897
FUELHH,2024-01-18T08:30:00Z,2024-01-18T08:00:00Z,2024-01-18,17,WIND,6392
FUELHH,2024-01-18T08:00:00Z,2024-01-18T07:30:00Z,2024-01-18,16,WIND,6751
FUELHH,2024-01-18T07:30:00Z,2024-01-18T07:00:00Z,2024-01-18,15,WIND,6833
FUELHH,2024-01-18T07:00:00Z,2024-01-18T06:30:00Z,2024-01-18,14,WIND,7283
FUELHH,2024-01-18T06:30:00Z,2024-01-18T06:00:00Z,2024-01-18,13,WIND,6990
FUELHH,2024-01-18T06:00:00Z,2024-01-18T05:30:00Z,2024-01-18,12,WIND,6862
FUELHH,2024-01-18T05:30:00Z,2024-01-18T05:00:00Z,2024-01-18,11,WIND,6362
FUELHH,2024-01-18T05:00:00Z,2024-01-18T04:30:00Z,2024-01-18,10,WIND,6044
FUELHH,2024-01-18T04:30:00Z,2024-01-18T04:00:00Z,2024-01-18,9,WIND,6878
FUELHH,2024-01-18T04:00:00Z,2024-01-18T03:30:00Z,2024-01-18,8,WIND,7360
FUELHH,2024-01-18T03:30:00Z,2024-01-18T03:00:00Z,2024-01-18,7,WIND,7493
FUELHH,2024-01-18T03:00:00Z,2024-01-18T02:30:00Z,2024-01-18,6,WIND,8096
FUELHH,2024-01-18T02:30:00Z,2024-01-18T02:00:00Z,2024-01-18,5,WIND,8596
FUELHH,2024-01-18T02:00:00Z,2024-01-18T01:30:00Z,2024-01-18,4,WIND,8491
FUELHH,2024-01-18T01:30:00Z,2024-01-18T01:00:00Z,2024-01-18,3,WIND,7447
FUELHH,2024-01-18T01:00:00Z,2024-01-18T00:30:00Z,2024-01-18,2,WIND,6939
FUELHH,2024-01-18T00:30:00Z,2024-01-18T00:00:00Z,2024-01-18,1,WIND,6431
FUELHH,2024-01-18T00:00:00Z,2024-01-17T23:30:00Z,2024-01-17,48,WIND,6763
FUELHH,2024-01-17T23:30:00Z,2024-01-17T23:00:00Z,2024-01-17,47,WIND,6841
FUELHH,2024-01-17T23:00:00Z,2024-01-17T22:30:00Z,2024-01-17,46,WIND,6796
FUELHH,2024-01-17T22:30:00Z,2024-01-17T22:00:00Z,2024-01-17,45,WIND,6788
FUELHH,2024-01-17T22:00:00Z,2024-01-17T21:30:00Z,2024-01-17,44,WIND,6999
FUELHH,2024-01-17T21:30:00Z,2024-01-17T21:00:00Z,2024-01-17,43,WIND,7426
FUELHH,2024-01-17T21:00:00Z,2024-01-17T20:30:00Z,2024-01-17,42,WIND,7925
FUELHH,2024-01-17T20:30:00Z,2024-01-17T20:00:00Z,2024-01-17,41,WIND,7850
FUELHH,2024-01-17T20:00:00Z,2024-01-17T19:30:00Z,2024-01-17,40,WIND,8125
FUELHH,2024-01-17T19:30:00Z,2024-01-17T19:00:00Z,2024-01-17,39,WIND,8038
FUELHH,2024-01-17T19:00:00Z,2024-01-17T18:30:00Z,2024-01-17,38,WIND,7410
FUELHH,2024-01-17T18:30:00Z,2024-01-17T18:00:00Z,2024-01-17,37,WIND,7004
FUELHH,2024-01-17T18:00:00Z,2024-01-17T17:30:00Z,2024-01-17,36,WIND,6928
FUELHH,2024-01-17T17:30:00Z,2024-01-17T17:00:00Z,2024-01-17,35,WIND,6631
FUELHH,2024-01-17T17:00:00Z,2024-01-17T16:30:00Z,2024-01-17,34,WIND,6709
FUELHH,2024-01-17T16:30:00Z,2024-01-17T16:00:00Z,2024-01-17,33,WIND,6190
FUELHH,2024-01-17T16:00:00Z,2024-01-17T15:30:00Z,2024-01-17,32,WIND,5163
FUELHH,2024-01-17T15:30:00Z,2024-01-17T15:00:00Z,2024-01-17,31,WIND,5291
FUELHH,2024-01-17T15:00:00Z,2024-01-17T14:30:00Z,2024-01-17,30,WIND,5335
FUELHH,2024-01-17T14:30:00Z,2024-01-17T14:00:00Z,2024-01-17,29,WIND,4774
FUELHH,2024-01-17T14:00:00Z,2024-01-17T13:30:00Z,2024-01-17,28,WIND,4254
FUELHH,2024-01-17T13:30:00Z,2024-01-17T13:00:00Z,2024-01-17,27,WIND,3785
FUELHH,2024-01-17T13:00:00Z,2024-01-17T12:30:00Z,2024-01-17,26,WIND,3501
FUELHH,2024-01-17T12:30:00Z,2024-01-17T12:00:00Z,2024-01-17,25,WIND,3238
FUELHH,2024-01-17T12:00:00Z,2024-01-17T11:30:00Z,2024-01-17,24,WIND,3179
FUELHH,2024-01-17T11:30:00Z,2024-01-17T11:00:00Z,2024-01-17,23,WIND,3455
FUELHH,2024-01-17T11:00:00Z,2024-01-17T10:30:00Z,2024-01-17,22,WIND,3670
FUELHH,2024-01-17T10:30:00Z,2024-01-17T10:00:00Z,2024-01-17,21,WIND,3902
FUELHH,2024-01-17T10:00:00Z,2024-01-17T09:30:00Z,2024-01-17,20,WIND,4345
FUELHH,2024-01-17T09:30:00Z,2024-01-17T09:00:00Z,2024-01-17,19,WIND,4434
FUELHH,2024-01-17T09:00:00Z,2024-01-17T08:30:00Z,2024-01-17,18,WIND,4340
FUELHH,2024-01-17T08:30:00Z,2024-01-17T08:00:00Z,2024-01-17,17,WIND,3988
FUELHH,2024-01-17T08:00:00Z,2024-01-17T07:30:00Z,2024-01-17,16,WIND,4252
FUELHH,2024-01-17T07:30:00Z,2024-01-17T07:00:00Z,2024-01-17,15,WIND,4822
FUELHH,2024-01-17T07:00:00Z,2024-01-17T06:30:00Z,2024-01-17,14,WIND,4880
FUELHH,2024-01-17T06:30:00Z,2024-01-17T06:00:00Z,2024-01-17,13,WIND,4682
FUELHH,2024-01-17T06:00:00Z,2024-01-17T05:30:00Z,2024-01-17,12,WIND,4464
FUELHH,2024-01-17T05:30:00Z,2024-01-17T05:00:00Z,2024-01-17,11,WIND,4695
FUELHH,2024-01-17T05:00:00Z,2024-01-17T04:30:00Z,2024-01-17,10,WIND,5342
FUELHH,2024-01-17T04:30:00Z,2024-01-17T04:00:00Z,2024-01-17,9,WIND,6030
FUELHH,2024-01-17T04:00:00Z,2024-01-17T03:30:00Z,2024-01-17,8,WIND,6710
FUELHH,2024-01-17T03:30:00Z,2024-01-17T03:00:00Z,2024-01-17,7,WIND,7573
FUELHH,2024-01-17T03:00:00Z,2024-01-17T02:30:00Z,2024-01-17,6,WIND,8423
FUELHH,2024-01-17T02:30:00Z,2024-01-17T02:00:00Z,2024-01-17,5,WIND,9013
FUELHH,2024-01-17T02:00:00Z,2024-01-17T01:30:00Z,2024-01-17,4,WIND,9320
FUELHH,2024-01-17T01:30:00Z,2024-01-17T01:00:00Z,2024-01-17,3,WIND,9675
FUELHH,2024-01-17T01:00:00Z,2024-01-17T00:30:00Z,2024-01-17,2,WIND,10311
FUELHH,2024-01-17T00:30:00Z,2024-01-17T00:00:00Z,2024-01-17,1,WIND,10883
FUELHH,2024-01-17T00:00:00Z,2024-01-16T23:30:00Z,2024-01-16,48,WIND,11388
FUELHH,2024-01-16T23:30:00Z,2024-01-16T23:00:00Z,2024-01-16,47,WIND,11622
FUELHH,2024-01-16T23:00:00Z,2024-01-16T22:30:00Z,2024-01-16,46,WIND,11742
FUELHH,2024-01-16T22:30:00Z,2024-01-16T22:00:00Z,2024-01-16,45,WIND,11610
FUELHH,2024-01-16T22:00:00Z,2024-01-16T21:30:00Z,2024-01-16,44,WIND,11991
FUELHH,2024-01-16T21:30:00Z,2024-01-16T21:00:00Z,2024-01-16,43,WIND,12042
FUELHH,2024-01-16T21:00:00Z,2024-01-16T20:30:00Z,2024-01-16,42,WIND,12532
FUELHH,2024-01-16T20:30:00Z,2024-01-16T20:00:00Z,2024-01-16,41,WIND,12888
FUELHH,2024-01-16T20:00:00Z,2024-01-16T19:30:00Z,2024-01-16,40,WIND,13106
FUELHH,2024-01-16T19:30:00Z,2024-01-16T19:00:00Z,2024-01-16,39,WIND,13083
FUELHH,2024-01-16T19:00:00Z,2024-01-16T18:30:00Z,2024-01-16,38,WIND,13113
FUELHH,2024-01-16T18:30:00Z,2024-01-16T18:00:00Z,2024-01-16,37,WIND,12865
FUELHH,2024-01-16T18:00:00Z,2024-01-16T17:30:00Z,2024-01-16,36,WIND,12989
FUELHH,2024-01-16T17:30:00Z,2024-01-16T17:00:00Z,2024-01-16,35,WIND,12975
FUELHH,2024-01-16T17:00:00Z,2024-01-16T16:30:00Z,2024-01-16,34,WIND,12264
FUELHH,2024-01-16T16:30:00Z,2024-01-16T16:00:00Z,2024-01-16,33,WIND,11451
FUELHH,2024-01-16T16:00:00Z,2024-01-16T15:30:00Z,2024-01-16,32,WIND,10811
FUELHH,2024-01-16T15:30:00Z,2024-01-16T15:00:00Z,2024-01-16,31,WIND,9603
FUELHH,2024-01-16T15:00:00Z,2024-01-16T14:30:00Z,2024-01-16,30,WIND,9180
FUELHH,2024-01-16T14:30:00Z,2024-01-16T14:00:00Z,2024-01-16,29,WIND,9047
FUELHH,2024-01-16T14:00:00Z,2024-01-16T13:30:00Z,2024-01-16,28,WIND,8607
FUELHH,2024-01-16T13:30:00Z,2024-01-16T13:00:00Z,2024-01-16,27,WIND,8206
FUELHH,2024-01-16T13:00:00Z,2024-01-16T12:30:00Z,2024-01-16,26,WIND,8122
FUELHH,2024-01-16T12:30:00Z,2024-01-16T12:00:00Z,2024-01-16,25,WIND,7607
FUELHH,2024-01-16T12:00:00Z,2024-01-16T11:30:00Z,2024-01-16,24,WIND,7449
FUELHH,2024-01-16T11:30:00Z,2024-01-16T11:00:00Z,2024-01-16,23,WIND,7463
FUELHH,2024-01-16T11:00:00Z,2024-01-16T10:30:00Z,2024-01-16,22,WIND,7345
FUELHH,2024-01-16T10:30:00Z,2024-01-16T10:00:00Z,2024-01-16,21,WIND,7412
FUELHH,2024-01-16T10:00:00Z,2024-01-16T09:30:00Z,2024-01-16,20,WIND,7674
FUELHH,2024-01-16T09:30:00Z,2024-01-16T09:00:00Z,2024-01-16,19,WIND,7756
FUELHH,2024-01-16T09:00:00Z,2024-01-16T08:30:00Z,2024-01-16,18,WIND,7590
FUELHH,2024-01-16T08:30:00Z,2024-01-16T08:00:00Z,2024-01-16,17,WIND,7387
FUELHH,2024-01-16T08:00:00Z,2024-01-16T07:30:00Z,2024-01-16,16,WIND,7266
FUELHH,2024-01-16T07:30:00Z,2024-01-16T07:00:00Z,2024-01-16,15,WIND,7343
FUELHH,2024-01-16T07:00:00Z,2024-01-16T06:30:00Z,2024-01-16,14,WIND,7196
FUELHH,2024-01-16T06:30:00Z,2024-01-16T06:00:00Z,2024-01-16,13,WIND,7111
FUELHH,2024-01-16T06:00:00Z,2024-01-16T05:30:00Z,2024-01-16,12,WIND,6833
FUELHH,2024-01-16T05:30:00Z,2024-01-16T05:00:00Z,2024-01-16,11,WIND,6396
FUELHH,2024-01-16T05:00:00Z,2024-01-16T04:30:00Z,2024-01-16,10,WIND,6136
FUELHH,2024-01-16T04:30:00Z,2024-01-16T04:00:00Z,2024-01-16,9,WIND,5985
FUELHH,2024-01-16T04:00:00Z,2024-01-16T03:30:00Z,2024-01-16,8,WIND,6035
FUELHH,2024-01-16T03:30:00Z,2024-01-16T03:00:00Z,2024-01-16,7,WIND,5814
FUELHH,2024-01-16T03:00:00Z,2024-01-16T02:30:00Z,2024-01-16,6,WIND,5806
FUELHH,2024-01-16T02:30:00Z,2024-01-16T02:00:00Z,2024-01-16,5,WIND,6228
FUELHH,2024-01-16T02:00:00Z,2024-01-16T01:30:00Z,2024-01-16,4,WIND,6954
FUELHH,2024-01-16T01:30:00Z,2024-01-16T01:00:00Z,2024-01-16,3,WIND,7270
FUELHH,2024-01-16T01:00:00Z,2024-01-16T00:30:00Z,2024-01-16,2,WIND,7692
FUELHH,2024-01-16T00:30:00Z,2024-01-16T00:00:00Z,2024-01-16,1,WIND,7892
FUELHH,2024-01-16T00:00:00Z,2024-01-15T23:30:00Z,2024-01-15,48,WIND,8095
FUELHH,2024-01-15T23:30:00Z,2024-01-15T23:00:00Z,2024-01-15,47,WIND,8022
FUELHH,2024-01-15T23:00:00Z,2024-01-15T22:30:00Z,2024-01-15,46,WIND,8472
FUELHH,2024-01-15T22:30:00Z,2024-01-15T22:00:00Z,2024-01-15,45,WIND,8995
FUELHH,2024-01-15T22:00:00Z,2024-01-15T21:30:00Z,2024-01-15,44,WIND,9174
FUELHH,2024-01-15T21:30:00Z,2024-01-15T21:00:00Z,2024-01-15,43,WIND,9569
FUELHH,2024-01-15T21:00:00Z,2024-01-15T20:30:00Z,2024-01-15,42,WIND,9952
FUELHH,2024-01-15T20:30:00Z,2024-01-15T20:00:00Z,2024-01-15,41,WIND,10046
FUELHH,2024-01-15T20:00:00Z,2024-01-15T19:30:00Z,2024-01-15,40,WIND,10449
FUELHH,2024-01-15T19:30:00Z,2024-01-15T19:00:00Z,2024-01-15,39,WIND,10834
FUELHH,2024-01-15T19:00:00Z,2024-01-15T18:30:00Z,2024-01-15,38,WIND,11448
FUELHH,2024-01-15T18:30:00Z,2024-01-15T18:00:00Z,2024-01-15,37,WIND,11775
FUELHH,2024-01-15T18:00:00Z,2024-01-15T17:30:00Z,2024-01-15,36,WIND,12140
FUELHH,2024-01-15T17:30:00Z,2024-01-15T17:00:00Z,2024-01-15,35,WIND,12466
FUELHH,2024-01-15T17:00:00Z,2024-01-15T16:30:00Z,2024-01-15,34,WIND,12747
FUELHH,2024-01-15T16:30:00Z,2024-01-15T16:00:00Z,2024-01-15,33,WIND,12939
FUELHH,2024-01-15T16:00:00Z,2024-01-15T15:30:00Z,2024-01-15,32,WIND,13411
FUELHH,2024-01-15T15:30:00Z,2024-01-15T15:00:00Z,2024-01-15,31,WIND,13547
FUELHH,2024-01-15T15:00:00Z,2024-01-15T14:30:00Z,2024-01-15,30,WIND,13770
FUELHH,2024-01-15T14:30:00Z,2024-01-15T14:00:00Z,2024-01-15,29,WIND,13810
FUELHH,2024-01-15T14:00:00Z,2024-01-15T13:30:00Z,2024-01-15,28,WIND,13948
FUELHH,2024-01-15T13:30:00Z,2024-01-15T13:00:00Z,2024-01-15,27,WIND,13859
FUELHH,2024-01-15T13:00:00Z,2024-01-15T12:30:00Z,2024-01-15,26,WIND,13614
FUELHH,2024-01-15T12:30:00Z,2024-01-15T12:00:00Z,2024-01-15,25,WIND,13529
FUELHH,2024-01-15T12:00:00Z,2024-01-15T11:30:00Z,2024-01-15,24,WIND,13709
FUELHH,2024-01-15T11:30:00Z,2024-01-15T11:00:00Z,2024-01-15,23,WIND,13835
FUELHH,2024-01-15T11:00:00Z,2024-01-15T10:30:00Z,2024-01-15,22,WIND,14149
FUELHH,2024-01-15T10:30:00Z,2024-01-15T10:00:00Z,2024-01-15,21,WIND,14315
FUELHH,2024-01-15T10:00:00Z,2024-01-15T09:30:00Z,2024-01-15,20,WIND,14149
FUELHH,2024-01-15T09:30:00Z,2024-01-15T09:00:00Z,2024-01-15,19,WIND,14233
FUELHH,2024-01-15T09:00:00Z,2024-01-15T08:30:00Z,2024-01-15,18,WIND,14264
FUELHH,2024-01-15T08:30:00Z,2024-01-15T08:00:00Z,2024-01-15,17,WIND,14492
FUELHH,2024-01-15T08:00:00Z,2024-01-15T07:30:00Z,2024-01-15,16,WIND,14855
