dataset,publishTime,startTime,settlementDate,settlementPeriod,fuelType,generation
FUELHH,2024-01-26T11:30:00Z,2024-01-26T11:00:00Z,2024-01-26,23,WIND,15050
FUELHH,2024-01-26T11:00:00Z,2024-01-26T10:30:00Z,2024-01-26,22,WIND,14745
FUELHH,2024-01-26T10:30:00Z,2024-01-26T10:00:00Z,2024-01-26,21,WIND,14755
FUELHH,2024-01-26T10:00:00Z,2024-01-26T09:30:00Z,2024-01-26,20,WIND,14695
FUELHH,2024-01-26T09:30:00Z,2024-01-26T09:00:00Z,2024-01-26,19,WIND,14620
FUELHH,2024-01-26T09:00:00Z,2024-01-26T08:30:00Z,2024-01-26,18,WIND,14753
FUELHH,2024-01-26T08:30:00Z,2024-01-26T08:00:00Z,2024-01-26,17,WIND,14722
FUELHH,2024-01-26T08:00:00Z,2024-01-26T07:30:00Z,2024-01-26,16,WIND,14931
FUELHH,2024-01-26T07:30:00Z,2024-01-26T07:00:00Z,2024-01-26,15,WIND,14603
FUELHH,2024-01-26T07:00:00Z,2024-01-26T06:30:00Z,2024-01-26,14,WIND,14760
FUELHH,2024-01-26T06:30:00Z,2024-01-26T06:00:00Z,2024-01-26,13,WIND,14547
FUELHH,2024-01-26T06:00:00Z,2024-01-26T05:30:00Z,2024-01-26,12,WIND,14335
FUELHH,2024-01-26T05:30:00Z,2024-01-26T05:00:00Z,2024-01-26,11,WIND,14692
FUELHH,2024-01-26T05:00:00Z,2024-01-26T04:30:00Z,2024-01-26,10,WIND,14723
FUELHH,2024-01-26T04:30:00Z,2024-01-26T04:00:00Z,2024-01-26,9,WIND,14632
FUELHH,2024-01-26T04:00:00Z,2024-01-26T03:30:00Z,2024-01-26,8,WIND,14509
FUELHH,2024-01-26T03:30:00Z,2024-01-26T03:00:00Z,2024-01-26,7,WIND,14523
FUELHH,2024-01-26T03:00:00Z,2024-01-26T02:30:00Z,2024-01-26,6,WIND,14488
FUELHH,2024-01-26T02:30:00Z,2024-01-26T02:00:00Z,2024-01-26,5,WIND,14316
FUELHH,2024-01-26T02:00:00Z,2024-01-26T01:30:00Z,2024-01-26,4,WIND,14285
FUELHH,2024-01-26T01:30:00Z,2024-01-26T01:00:00Z,2024-01-26,3,WIND,14422
FUELHH,2024-01-26T01:00:00Z,2024-01-26T00:30:00Z,2024-01-26,2,WIND,14259
FUELHH,2024-01-26T00:30:00Z,2024-01-26T00:00:00Z,2024-01-26,1,WIND,14317
FUELHH,2024-01-26T00:00:00Z,2024-01-25T23:30:00Z,2024-01-25,48,WIND,14456
FUELHH,2024-01-25T23:30:00Z,2024-01-25T23:00:00Z,2024-01-25,47,WIND,14478
FUELHH,2024-01-25T23:00:00Z,2024-01-25T22:30:00Z,2024-01-25,46,WIND,14650
FUELHH,2024-01-25T22:30:00Z,2024-01-25T22:00:00Z,2024-01-25,45,WIND,14593
FUELHH,2024-01-25T22:00:00Z,2024-01-25T21:30:00Z,2024-01-25,44,WIND,14513
FUELHH,2024-01-25T21:30:00Z,2024-01-25T21:00:00Z,2024-01-25,43,WIND,14506
FUELHH,2024-01-25T21:00:00Z,2024-01-25T20:30:00Z,2024-01-25,42,WIND,14577
FUELHH,2024-01-25T20:30:00Z,2024-01-25T20:00:00Z,2024-01-25,41,WIND,14402
FUELHH,2024-01-25T20:00:00Z,2024-01-25T19:30:00Z,2024-01-25,40,WIND,14245
FUELHH,2024-01-25T19:30:00Z,2024-01-25T19:00:00Z,2024-01-25,39,WIND,14109
FUELHH,2024-01-25T19:00:00Z,2024-01-25T18:30:00Z,2024-01-25,38,WIND,14618
FUELHH,2024-01-25T18:30:00Z,2024-01-25T18:00:00Z,2024-01-25,37,WIND,14704
FUELHH,2024-01-25T18:00:00Z,2024-01-25T17:30:00Z,2024-01-25,36,WIND,14444
FUELHH,2024-01-25T17:30:00Z,2024-01-25T17:00:00Z,2024-01-25,35,WIND,14242
FUELHH,2024-01-25T17:00:00Z,2024-01-25T16:30:00Z,2024-01-25,34,WIND,14049
FUELHH,2024-01-25T16:30:00Z,2024-01-25T16:00:00Z,2024-01-25,33,WIND,14202
FUELHH,2024-01-25T16:00:00Z,2024-01-25T15:30:00Z,2024-01-25,32,WIND,13968
FUELHH,2024-01-25T15:30:00Z,2024-01-25T15:00:00Z,2024-01-25,31,WIND,13601
FUELHH,2024-01-25T15:00:00Z,2024-01-25T14:30:00Z,2024-01-25,30,WIND,13627
FUELHH,2024-01-25T14:30:00Z,2024-01-25T14:00:00Z,2024-01-25,29,WIND,13819
FUELHH,2024-01-25T14:00:00Z,2024-01-25T13:30:00Z,2024-01-25,28,WIND,13712
FUELHH,2024-01-25T13:30:00Z,2024-01-25T13:00:00Z,2024-01-25,27,WIND,13605
FUELHH,2024-01-25T13:00:00Z,2024-01-25T12:30:00Z,2024-01-25,26,WIND,13216
FUELHH,2024-01-25T12:30:00Z,2024-01-25T12:00:00Z,2024-01-25,25,WIND,12824
FUELHH,2024-01-25T12:00:00Z,2024-01-25T11:30:00Z,2024-01-25,24,WIND,12648
FUELHH,2024-01-25T11:30:00Z,2024-01-25T11:00:00Z,2024-01-25,23,WIND,12490
FUELHH,2024-01-25T11:00:00Z,2024-01-25T10:30:00Z,2024-01-25,22,WIND,12224
FUELHH,2024-01-25T10:30:00Z,2024-01-25T10:00:00Z,2024-01-25,21,WIND,11463
FUELHH,2024-01-25T10:00:00Z,2024-01-25T09:30:00Z,2024-01-25,20,WIND,10975
FUELHH,2024-01-25T09:30:00Z,2024-01-25T09:00:00Z,2024-01-25,19,WIND,10362
FUELHH,2024-01-25T09:00:00Z,2024-01-25T08:30:00Z,2024-01-25,18,WIND,9601
FUELHH,2024-01-25T08:30:00Z,2024-01-25T08:00:00Z,2024-01-25,17,WIND,8529
FUELHH,2024-01-25T08:00:00Z,2024-01-25T07:30:00Z,2024-01-25,16,WIND,8145
FUELHH,2024-01-25T07:30:00Z,2024-01-25T07:00:00Z,2024-01-25,15,WIND,7496
FUELHH,2024-01-25T07:00:00Z,2024-01-25T06:30:00Z,2024-01-25,14,WIND,6894
FUELHH,2024-01-25T06:30:00Z,2024-01-25T06:00:00Z,2024-01-25,13,WIND,6573
FUELHH,2024-01-25T06:00:00Z,2024-01-25T05:30:00Z,2024-01-25,12,WIND,6266
FUELHH,2024-01-25T05:30:00Z,2024-01-25T05:00:00Z,2024-01-25,11,WIND,6135
FUELHH,2024-01-25T05:00:00Z,2024-01-25T04:30:00Z,2024-01-25,10,WIND,5719
FUELHH,2024-01-25T04:30:00Z,2024-01-25T04:00:00Z,2024-01-25,9,WIND,6007
FUELHH,2024-01-25T04:00:00Z,2024-01-25T03:30:00Z,2024-01-25,8,WIND,6376
FUELHH,2024-01-25T03:30:00Z,2024-01-25T03:00:00Z,2024-01-25,7,WIND,6055
FUELHH,2024-01-25T03:00:00Z,2024-01-25T02:30:00Z,2024-01-25,6,WIND,6066
FUELHH,2024-01-25T02:30:00Z,2024-01-25T02:00:00Z,2024-01-25,5,WIND,6321
FUELHH,2024-01-25T02:00:00Z,2024-01-25T01:30:00Z,2024-01-25,4,WIND,6442
FUELHH,2024-01-25T01:30:00Z,2024-01-25T01:00:00Z,2024-01-25,3,WIND,6910
FUELHH,2024-01-25T01:00:00Z,2024-01-25T00:30:00Z,2024-01-25,2,WIND,7202
FUELHH,2024-01-25T00:30:00Z,2024-01-25T00:00:00Z,2024-01-25,1,WIND,7512
FUELHH,2024-01-25T00:00:00Z,2024-01-24T23:30:00Z,2024-01-24,48,WIND,7759
FUELHH,2024-01-24T23:30:00Z,2024-01-24T23:00:00Z,2024-01-24,47,WIND,8380
FUELHH,2024-01-24T23:00:00Z,2024-01-24T22:30:00Z,2024-01-24,46,WIND,8572
FUELHH,2024-01-24T22:30:00Z,2024-01-24T22:00:00Z,2024-01-24,45,WIND,9429
FUELHH,2024-01-24T22:00:00Z,2024-01-24T21:30:00Z,2024-01-24,44,WIND,10012
FUELHH,2024-01-24T21:30:00Z,2024-01-24T21:00:00Z,2024-01-24,43,WIND,10361
FUELHH,2024-01-24T21:00:00Z,2024-01-24T20:30:00Z,2024-01-24,42,WIND,10866
FUELHH,2024-01-24T20:30:00Z,2024-01-24T20:00:00Z,2024-01-24,41,WIND,11630
FUELHH,2024-01-24T20:00:00Z,2024-01-24T19:30:00Z,2024-01-24,40,WIND,11620
FUELHH,2024-01-24T19:30:00Z,2024-01-24T19:00:00Z,2024-01-24,39,WIND,11844
FUELHH,2024-01-24T19:00:00Z,2024-01-24T18:30:00Z,2024-01-24,38,WIND,12513
FUELHH,2024-01-24T18:30:00Z,2024-01-24T18:00:00Z,2024-01-24,37,WIND,12889
FUELHH,2024-01-24T18:00:00Z,2024-01-24T17:30:00Z,2024-01-24,36,WIND,13105
FUELHH,2024-01-24T17:30:00Z,2024-01-24T17:00:00Z,2024-01-24,35,WIND,12907
FUELHH,2024-01-24T17:00:00Z,2024-01-24T16:30:00Z,2024-01-24,34,WIND,13163
FUELHH,2024-01-24T16:30:00Z,2024-01-24T16:00:00Z,2024-01-24,33,WIND,13797
FUELHH,2024-01-24T16:00:00Z,2024-01-24T15:30:00Z,2024-01-24,32,WIND,14282
FUELHH,2024-01-24T15:30:00Z,2024-01-24T15:00:00Z,2024-01-24,31,WIND,14210
FUELHH,2024-01-24T15:00:00Z,2024-01-24T14:30:00Z,2024-01-24,30,WIND,14398
FUELHH,2024-01-24T14:30:00Z,2024-01-24T14:00:00Z,2024-01-24,29,WIND,14200
FUELHH,2024-01-24T14:00:00Z,2024-01-24T13:30:00Z,2024-01-24,28,WIND,14459
FUELHH,2024-01-24T13:30:00Z,2024-01-24T13:00:00Z,2024-01-24,27,WIND,14727
FUELHH,2024-01-24T13:00:00Z,2024-01-24T12:30:00Z,2024-01-24,26,WIND,14817
FUELHH,2024-01-24T12:30:00Z,2024-01-24T12:00:00Z,2024-01-24,25,WIND,14859
FUELHH,2024-01-24T12:00:00Z,2024-01-24T11:30:00Z,2024-01-24,24,WIND,14782
FUELHH,2024-01-24T11:30:00Z,2024-01-24T11:00:00Z,2024-01-24,23,WIND,14882
FUELHH,2024-01-24T11:00:00Z,2024-01-24T10:30:00Z,2024-01-24,22,WIND,14837
FUELHH,2024-01-24T10:30:00Z,2024-01-24T10:00:00Z,2024-01-24,21,WIND,14879
FUELHH,2024-01-24T10:00:00Z,2024-01-24T09:30:00Z,2024-01-24,20,WIND,14965
FUELHH,2024-01-24T09:30:00Z,2024-01-24T09:00:00Z,2024-01-24,19,WIND,14811
FUELHH,2024-01-24T09:00:00Z,2024-01-24T08:30:00Z,2024-01-24,18,WIND,14765
FUELHH,2024-01-24T08:30:00Z,2024-01-24T08:00:00Z,2024-01-24,17,WIND,14406
FUELHH,2024-01-24T08:00:00Z,2024-01-24T07:30:00Z,2024-01-24,16,WIND,14397
FUELHH,2024-01-24T07:30:00Z,2024-01-24T07:00:00Z,2024-01-24,15,WIND,14158
FUELHH,2024-01-24T07:00:00Z,2024-01-24T06:30:00Z,2024-01-24,14,WIND,13875
FUELHH,2024-01-24T06:30:00Z,2024-01-24T06:00:00Z,2024-01-24,13,WIND,13479
FUELHH,2024-01-24T06:00:00Z,2024-01-24T05:30:00Z,2024-01-24,12,WIND,13459
FUELHH,2024-01-24T05:30:00Z,2024-01-24T05:00:00Z,2024-01-24,11,WIND,13320
FUELHH,2024-01-24T05:00:00Z,2024-01-24T04:30:00Z,2024-01-24,10,WIND,13158
FUELHH,2024-01-24T04:30:00Z,2024-01-24T04:00:00Z,2024-01-24,9,WIND,13392
FUELHH,2024-01-24T04:00:00Z,2024-01-24T03:30:00Z,2024-01-24,8,WIND,13336
FUELHH,2024-01-24T03:30:00Z,2024-01-24T03:00:00Z,2024-01-24,7,WIND,13351
FUELHH,2024-01-24T03:00:00Z,2024-01-24T02:30:00Z,2024-01-24,6,WIND,13585
FUELHH,2024-01-24T02:30:00Z,2024-01-24T02:00:00Z,2024-01-24,5,WIND,13586
FUELHH,2024-01-24T02:00:00Z,2024-01-24T01:30:00Z,2024-01-24,4,WIND,13825
FUELHH,2024-01-24T01:30:00Z,2024-01-24T01:00:00Z,2024-01-24,3,WIND,13913
FUELHH,2024-01-24T01:00:00Z,2024-01-24T00:30:00Z,2024-01-24,2,WIND,13934
FUELHH,2024-01-24T00:30:00Z,2024-01-24T00:00:00Z,2024-01-24,1,WIND,13888
FUELHH,2024-01-24T00:00:00Z,2024-01-23T23:30:00Z,2024-01-23,48,WIND,14027
FUELHH,2024-01-23T23:30:00Z,2024-01-23T23:00:00Z,2024-01-23,47,WIND,13784
FUELHH,2024-01-23T23:00:00Z,2024-01-23T22:30:00Z,2024-01-23,46,WIND,13565
FUELHH,2024-01-23T22:30:00Z,2024-01-23T22:00:00Z,2024-01-23,45,WIND,13779
FUELHH,2024-01-23T22:00:00Z,2024-01-23T21:30:00Z,2024-01-23,44,WIND,14128
FUELHH,2024-01-23T21:30:00Z,2024-01-23T21:00:00Z,2024-01-23,43,WIND,14506
FUELHH,2024-01-23T21:00:00Z,2024-01-23T20:30:00Z,2024-01-23,42,WIND,15099
FUELHH,2024-01-23T20:30:00Z,2024-01-23T20:00:00Z,2024-01-23,41,WIND,15140
FUELHH,2024-01-23T20:00:00Z,2024-01-23T19:30:00Z,2024-01-23,40,WIND,15070
FUELHH,2024-01-23T19:30:00Z,2024-01-23T19:00:00Z,2024-01-23,39,WIND,15087
FUELHH,2024-01-23T19:00:00Z,2024-01-23T18:30:00Z,2024-01-23,38,WIND,15256
FUELHH,2024-01-23T18:30:00Z,2024-01-23T18:00:00Z,2024-01-23,37,WIND,15500
FUELHH,2024-01-23T18:00:00Z,2024-01-23T17:30:00Z,2024-01-23,36,WIND,15389
FUELHH,2024-01-23T17:30:00Z,2024-01-23T17:00:00Z,2024-01-23,35,WIND,15232
FUELHH,2024-01-23T17:00:00Z,2024-01-23T16:30:00Z,2024-01-23,34,WIND,15301
FUELHH,2024-01-23T16:30:00Z,2024-01-23T16:00:00Z,2024-01-23,33,WIND,15280
FUELHH,2024-01-23T16:00:00Z,2024-01-23T15:30:00Z,2024-01-23,32,WIND,15341
FUELHH,2024-01-23T15:30:00Z,2024-01-23T15:00:00Z,2024-01-23,31,WIND,15455
FUELHH,2024-01-23T15:00:00Z,2024-01-23T14:30:00Z,2024-01-23,30,WIND,15654
FUELHH,2024-01-23T15:00:00Z,2024-01-23T14:00:00Z,2024-01-23,29,WIND,15721
FUELHH,2024-01-23T14:03:00Z,2024-01-23T13:30:00Z,2024-01-23,28,WIND,15407
FUELHH,2024-01-23T14:02:00Z,2024-01-23T12:00:00Z,2024-01-23,25,WIND,12439
FUELHH,2024-01-23T14:02:00Z,2024-01-23T12:30:00Z,2024-01-23,26,WIND,15262
FUELHH,2024-01-23T14:02:00Z,2024-01-23T13:00:00Z,2024-01-23,27,WIND,15288
FUELHH,2024-01-23T14:01:00Z,2024-01-23T11:00:00Z,2024-01-23,23,WIND,0
FUELHH,2024-01-23T14:01:00Z,2024-01-23T11:30:00Z,2024-01-23,24,WIND,0
FUELHH,2024-01-23T14:00:00Z,2024-01-23T10:30:00Z,2024-01-23,22,WIND,2469
FUELHH,2024-01-23T10:30:00Z,2024-01-23T10:00:00Z,2024-01-23,21,WIND,14552
FUELHH,2024-01-23T10:00:00Z,2024-01-23T09:30:00Z,2024-01-23,20,WIND,14747
FUELHH,2024-01-23T09:30:00Z,2024-01-23T09:00:00Z,2024-01-23,19,WIND,14526
FUELHH,2024-01-23T09:00:00Z,2024-01-23T08:30:00Z,2024-01-23,18,WIND,14453
FUELHH,2024-01-23T08:30:00Z,2024-01-23T08:00:00Z,2024-01-23,17,WIND,14101
FUELHH,2024-01-23T08:00:00Z,2024-01-23T07:30:00Z,2024-01-23,16,WIND,13604
FUELHH,2024-01-23T07:30:00Z,2024-01-23T07:00:00Z,2024-01-23,15,WIND,13002
FUELHH,2024-01-23T07:00:00Z,2024-01-23T06:30:00Z,2024-01-23,14,WIND,12362
FUELHH,2024-01-23T06:30:00Z,2024-01-23T06:00:00Z,2024-01-23,13,WIND,12206
FUELHH,2024-01-23T06:00:00Z,2024-01-23T05:30:00Z,2024-01-23,12,WIND,12164
FUELHH,2024-01-23T05:30:00Z,2024-01-23T05:00:00Z,2024-01-23,11,WIND,12089
FUELHH,2024-01-23T05:00:00Z,2024-01-23T04:30:00Z,2024-01-23,10,WIND,12002
FUELHH,2024-01-23T04:30:00Z,2024-01-23T04:00:00Z,2024-01-23,9,WIND,12541
FUELHH,2024-01-23T04:00:00Z,2024-01-23T03:30:00Z,2024-01-23,8,WIND,12866
FUELHH,2024-01-23T03:30:00Z,2024-01-23T03:00:00Z,2024-01-23,7,WIND,12974
FUELHH,2024-01-23T03:00:00Z,2024-01-23T02:30:00Z,2024-01-23,6,WIND,13509
FUELHH,2024-01-23T02:30:00Z,2024-01-23T02:00:00Z,2024-01-23,5,WIND,13765
FUELHH,2024-01-23T02:00:00Z,2024-01-23T01:30:00Z,2024-01-23,4,WIND,14072
FUELHH,2024-01-23T01:30:00Z,2024-01-23T01:00:00Z,2024-01-23,3,WIND,14541
FUELHH,2024-01-23T01:00:00Z,2024-01-23T00:30:00Z,2024-01-23,2,WIND,14793
FUELHH,2024-01-23T00:30:00Z,2024-01-23T00:00:00Z,2024-01-23,1,WIND,14934
FUELHH,2024-01-23T00:00:00Z,2024-01-22T23:30:00Z,2024-01-22,48,WIND,14926
FUELHH,2024-01-22T23:30:00Z,2024-01-22T23:00:00Z,2024-01-22,47,WIND,15049
FUELHH,2024-01-22T23:00:00Z,2024-01-22T22:30:00Z,2024-01-22,46,WIND,15305
FUELHH,2024-01-22T22:30:00Z,2024-01-22T22:00:00Z,2024-01-22,45,WIND,15461
FUELHH,2024-01-22T22:00:00Z,2024-01-22T21:30:00Z,2024-01-22,44,WIND,15594
FUELHH,2024-01-22T21:30:00Z,2024-01-22T21:00:00Z,2024-01-22,43,WIND,15692
FUELHH,2024-01-22T21:00:00Z,2024-01-22T20:30:00Z,2024-01-22,42,WIND,15679
FUELHH,2024-01-22T20:30:00Z,2024-01-22T20:00:00Z,2024-01-22,41,WIND,15742
FUELHH,2024-01-22T20:00:00Z,2024-01-22T19:30:00Z,2024-01-22,40,WIND,15727
FUELHH,2024-01-22T19:30:00Z,2024-01-22T19:00:00Z,2024-01-22,39,WIND,15798
FUELHH,2024-01-22T19:00:00Z,2024-01-22T18:30:00Z,2024-01-22,38,WIND,15910
FUELHH,2024-01-22T18:30:00Z,2024-01-22T18:00:00Z,2024-01-22,37,WIND,15855
FUELHH,2024-01-22T18:00:00Z,2024-01-22T17:30:00Z,2024-01-22,36,WIND,15885
FUELHH,2024-01-22T17:30:00Z,2024-01-22T17:00:00Z,2024-01-22,35,WIND,15743
FUELHH,2024-01-22T17:00:00Z,2024-01-22T16:30:00Z,2024-01-22,34,WIND,13225
FUELHH,2024-01-22T16:30:00Z,2024-01-22T16:00:00Z,2024-01-22,33,WIND,15877
FUELHH,2024-01-22T16:00:00Z,2024-01-22T15:30:00Z,2024-01-22,32,WIND,15649
FUELHH,2024-01-22T15:30:00Z,2024-01-22T15:00:00Z,2024-01-22,31,WIND,15682
FUELHH,2024-01-22T15:00:00Z,2024-01-22T14:30:00Z,2024-01-22,30,WIND,15810
FUELHH,2024-01-22T14:30:00Z,2024-01-22T14:00:00Z,2024-01-22,29,WIND,16018
FUELHH,2024-01-22T14:00:00Z,2024-01-22T13:30:00Z,2024-01-22,28,WIND,15717
FUELHH,2024-01-22T13:30:00Z,2024-01-22T13:00:00Z,2024-01-22,27,WIND,15638
FUELHH,2024-01-22T13:00:00Z,2024-01-22T12:30:00Z,2024-01-22,26,WIND,15524
FUELHH,2024-01-22T12:30:00Z,2024-01-22T12:00:00Z,2024-01-22,25,WIND,15341
FUELHH,2024-01-22T12:00:00Z,2024-01-22T11:30:00Z,2024-01-22,24,WIND,15533
FUELHH,2024-01-22T11:30:00Z,2024-01-22T11:00:00Z,2024-01-22,23,WIND,15408
FUELHH,2024-01-22T11:00:00Z,2024-01-22T10:30:00Z,2024-01-22,22,WIND,15390
FUELHH,2024-01-22T10:30:00Z,2024-01-22T10:00:00Z,2024-01-22,21,WIND,15231
FUELHH,2024-01-22T10:00:00Z,2024-01-22T09:30:00Z,2024-01-22,20,WIND,15083
FUELHH,2024-01-22T09:30:00Z,2024-01-22T09:00:00Z,2024-01-22,19,WIND,14969
FUELHH,2024-01-22T09:00:00Z,2024-01-22T08:30:00Z,2024-01-22,18,WIND,14883
FUELHH,2024-01-22T08:30:00Z,2024-01-22T08:00:00Z,2024-01-22,17,WIND,14698
FUELHH,2024-01-22T08:00:00Z,2024-01-22T07:30:00Z,2024-01-22,16,WIND,14265
FUELHH,2024-01-22T07:30:00Z,2024-01-22T07:00:00Z,2024-01-22,15,WIND,13423
FUELHH,2024-01-22T07:00:00Z,2024-01-22T06:30:00Z,2024-01-22,14,WIND,12742
FUELHH,2024-01-22T06:30:00Z,2024-01-22T06:00:00Z,2024-01-22,13,WIND,12139
FUELHH,2024-01-22T06:00:00Z,2024-01-22T05:30:00Z,2024-01-22,12,WIND,11847
FUELHH,2024-01-22T05:30:00Z,2024-01-22T05:00:00Z,2024-01-22,11,WIND,11531
FUELHH,2024-01-22T05:00:00Z,2024-01-22T04:30:00Z,2024-01-22,10,WIND,11465
FUELHH,2024-01-22T04:30:00Z,2024-01-22T04:00:00Z,2024-01-22,9,WIND,11196
FUELHH,2024-01-22T04:00:00Z,2024-01-22T03:30:00Z,2024-01-22,8,WIND,10824
FUELHH,2024-01-22T03:30:00Z,2024-01-22T03:00:00Z,2024-01-22,7,WIND,10235
FUELHH,2024-01-22T03:00:00Z,2024-01-22T02:30:00Z,2024-01-22,6,WIND,9403
FUELHH,2024-01-22T02:30:00Z,2024-01-22T02:00:00Z,2024-01-22,5,WIND,8638
FUELHH,2024-01-22T02:00:00Z,2024-01-22T01:30:00Z,2024-01-22,4,WIND,8344
FUELHH,2024-01-22T01:30:00Z,2024-01-22T01:00:00Z,2024-01-22,3,WIND,8121
FUELHH,2024-01-22T01:00:00Z,2024-01-22T00:30:00Z,2024-01-22,2,WIND,8485
FUELHH,2024-01-22T00:30:00Z,2024-01-22T00:00:00Z,2024-01-22,1,WIND,8662
FUELHH,2024-01-22T00:00:00Z,2024-01-21T23:30:00Z,2024-01-21,48,WIND,8503
FUELHH,2024-01-21T23:30:00Z,2024-01-21T23:00:00Z,2024-01-21,47,WIND,8493
FUELHH,2024-01-21T23:00:00Z,2024-01-21T22:30:00Z,2024-01-21,46,WIND,8182
FUELHH,2024-01-21T22:30:00Z,2024-01-21T22:00:00Z,2024-01-21,45,WIND,8108
FUELHH,2024-01-21T22:00:00Z,2024-01-21T21:30:00Z,2024-01-21,44,WIND,8197
FUELHH,2024-01-21T21:30:00Z,2024-01-21T21:00:00Z,2024-01-21,43,WIND,9112
FUELHH,2024-01-21T21:00:00Z,2024-01-21T20:30:00Z,2024-01-21,42,WIND,10202
FUELHH,2024-01-21T20:30:00Z,2024-01-21T20:00:00Z,2024-01-21,41,WIND,11299
FUELHH,2024-01-21T20:00:00Z,2024-01-21T19:30:00Z,2024-01-21,40,WIND,11789
FUELHH,2024-01-21T19:30:00Z,2024-01-21T19:00:00Z,2024-01-21,39,WIND,12901
FUELHH,2024-01-21T19:00:00Z,2024-01-21T18:30:00Z,2024-01-21,38,WIND,13028
FUELHH,2024-01-21T18:30:00Z,2024-01-21T18:00:00Z,2024-01-21,37,WIND,13740
FUELHH,2024-01-21T18:00:00Z,2024-01-21T17:30:00Z,2024-01-21,36,WIND,14190
FUELHH,2024-01-21T17:30:00Z,2024-01-21T17:00:00Z,2024-01-21,35,WIND,14630
FUELHH,2024-01-21T17:00:00Z,2024-01-21T16:30:00Z,2024-01-21,34,WIND,14708
FUELHH,2024-01-21T16:30:00Z,2024-01-21T16:00:00Z,2024-01-21,33,WIND,14731
FUELHH,2024-01-21T16:00:00Z,2024-01-21T15:30:00Z,2024-01-21,32,WIND,14627
FUELHH,2024-01-21T15:30:00Z,2024-01-21T15:00:00Z,2024-01-21,31,WIND,14802
FUELHH,2024-01-21T15:00:00Z,2024-01-21T14:30:00Z,2024-01-21,30,WIND,15018
FUELHH,2024-01-21T14:30:00Z,2024-01-21T14:00:00Z,2024-01-21,29,WIND,14866
FUELHH,2024-01-21T14:00:00Z,2024-01-21T13:30:00Z,2024-01-21,28,WIND,14969
FUELHH,2024-01-21T13:30:00Z,2024-01-21T13:00:00Z,2024-01-21,27,WIND,14874
FUELHH,2024-01-21T13:00:00Z,2024-01-21T12:30:00Z,2024-01-21,26,WIND,15338
FUELHH,2024-01-21T12:30:00Z,2024-01-21T12:00:00Z,2024-01-21,25,WIND,15746
FUELHH,2024-01-21T12:00:00Z,2024-01-21T11:30:00Z,2024-01-21,24,WIND,15761
FUELHH,2024-01-21T11:30:00Z,2024-01-21T11:00:00Z,2024-01-21,23,WIND,15127
FUELHH,2024-01-21T11:00:00Z,2024-01-21T10:30:00Z,2024-01-21,22,WIND,14975
FUELHH,2024-01-21T10:30:00Z,2024-01-21T10:00:00Z,2024-01-21,21,WIND,15221
FUELHH,2024-01-21T10:00:00Z,2024-01-21T09:30:00Z,2024-01-21,20,WIND,15158
FUELHH,2024-01-21T09:30:00Z,2024-01-21T09:00:00Z,2024-01-21,19,WIND,14474
FUELHH,2024-01-21T09:00:00Z,2024-01-21T08:30:00Z,2024-01-21,18,WIND,14152
FUELHH,2024-01-21T08:30:00Z,2024-01-21T08:00:00Z,2024-01-21,17,WIND,14072
FUELHH,2024-01-21T08:00:00Z,2024-01-21T07:30:00Z,2024-01-21,16,WIND,14343
FUELHH,2024-01-21T07:30:00Z,2024-01-21T07:00:00Z,2024-01-21,15,WIND,14359
FUELHH,2024-01-21T07:00:00Z,2024-01-21T06:30:00Z,2024-01-21,14,WIND,14168
FUELHH,2024-01-21T06:30:00Z,2024-01-21T06:00:00Z,2024-01-21,13,WIND,13505
FUELHH,2024-01-21T06:00:00Z,2024-01-21T05:30:00Z,2024-01-21,12,WIND,14247
FUELHH,2024-01-21T05:30:00Z,2024-01-21T05:00:00Z,2024-01-21,11,WIND,14540
FUELHH,2024-01-21T05:00:00Z,2024-01-21T04:30:00Z,2024-01-21,10,WIND,14036
FUELHH,2024-01-21T04:30:00Z,2024-01-21T04:00:00Z,2024-01-21,9,WIND,13775
FUELHH,2024-01-21T04:00:00Z,2024-01-21T03:30:00Z,2024-01-21,8,WIND,14028
FUELHH,2024-01-21T03:30:00Z,2024-01-21T03:00:00Z,2024-01-21,7,WIND,14474
FUELHH,2024-01-21T03:00:00Z,2024-01-21T02:30:00Z,2024-01-21,6,WIND,14637
FUELHH,2024-01-21T02:30:00Z,2024-01-21T02:00:00Z,2024-01-21,5,WIND,14809
FUELHH,2024-01-21T02:00:00Z,2024-01-21T01:30:00Z,2024-01-21,4,WIND,15132
FUELHH,2024-01-21T01:30:00Z,2024-01-21T01:00:00Z,2024-01-21,3,WIND,15248
FUELHH,2024-01-21T01:00:00Z,2024-01-21T00:30:00Z,2024-01-21,2,WIND,15535
FUELHH,2024-01-21T00:30:00Z,2024-01-21T00:00:00Z,2024-01-21,1,WIND,15884
FUELHH,2024-01-21T00:00:00Z,2024-01-20T23:30:00Z,2024-01-20,48,WIND,15959
FUELHH,2024-01-20T23:30:00Z,2024-01-20T23:00:00Z,2024-01-20,47,WIND,16072
FUELHH,2024-01-20T23:00:00Z,2024-01-20T22:30:00Z,2024-01-20,46,WIND,16102
FUELHH,2024-01-20T22:30:00Z,2024-01-20T22:00:00Z,2024-01-20,45,WIND,16118
FUELHH,2024-01-20T22:00:00Z,2024-01-20T21:30:00Z,2024-01-20,44,WIND,16143
